Annotator_0_Cat|Annotator_1_Cat|Annotator_2_Cat|0_1_Cat_Agr|0_2_Cat_Agr|1_2_Cat_Agr|2/3-Agreem|3/3-Agreem|Int_Ext_Agr|id|sentence/context - better?
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|196|"Satisfaction of the  benefit principle (that the tax burden correspond to the level of benefits  received) will automatically require that those with equal benefits be treated  the same, assuming that this does not conflict with the governmental scheme  of ""overall distributive justice."" "
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|365|Second, a goal of a progressive income tax is to reduce certain  inequalities of income produced by the marketplace. 
Libertarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|202|Second, and more broadly, the notion that equals should be treated  equally requires specification of the criteria used to determine who is equal. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|349|Second, lower tax rates, the  Treasury suggests, will lower barriers to entering the workforce. 
Procedural|0|Procedural|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|430|"Second, she argues that this ""justice deficiency"" gives rise to a duty of justice to pursue multilateral cooperation in a way that secures domestic distributive justice abroad. "
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|101|Second, the system must minimize, to the greatest possible extent, the tax  burden on those least able to bear it. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|222|"See generally STAFF OF THE JOINT COMMITrEE ON TAXATION, 97TH CONG., 2D SESS.,   Not A ""Fair"" Tax   choice of a system of taxation reflects subjective political orientation  more than objective economic truth. "
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|175|"See THOMAS PIKETTY, THE ECONOMICS OF INEQUALITY 100 (Arthur Goldhammer trans.,  2015) (""The primary tool for pure redistribution is fiscal redistribution, which makes it possible to  correct inequality due to unequal initial endowments and market forces while preserving as much as  possible ofthe allocative role ofthe price system.""). "
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|300|Sen argues that redistribution is necessary to ensure that a person  has the resources required to maximise their capability. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|53|Shaviro argues that a tax on earnings is precisely the wrong  solution in a world with unequal wage rates because a person with a  higher wage rate but lower earnings is better off than someone with a  lower wage rate and higher earnings on account of the welfare-maximizing  choices they are presumed to make.58 An income tax increases  that inequality by taxing the worse-off person more than the person  with greater welfare and less cash.59 Thus, an income tax is unjust on  these terms. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|459|Similarly, a  system that imposes tax burdens based on the taxpayers' abilities to pay will  impose the same burden on taxpayers that have the same ability to pay (i.e. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|565|Similarly, efforts to support improvements to tax  administration have become more nuanced. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|106|Similarly, self-ownership seems to deny that it can be permissible  to use people in order to help others, even when those others are in extreme need and the use  is very insignificant (e.g., to gently push an innocent bystander in order to save 10 innocent  lives). 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|285|Simplified tax forms and tax laws also preserve the  system's integrity. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|10|Since those earning represent peopleâs labor, and people initially have the  right not to be forced to work for certain ends, Nozick argued, redistributive taxation is  morally on a par with forced labor. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|66|So much reliance by a government on VAT for ist revenue can end up deepening inequality in a country
Deontological|Deontological|Libertarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|596|So too are those who believe that their tax office fails  to carry out its duties with integrity, that is, in accordance with the principles of the  Taxpayerâs Charter in which taxpayers are promised treatment that is respectful,  helpful, impartial, and fair (Australian Taxation Offi ce 1997). 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|348|social and economic inequalities are to be arranged so that they are to the greatest benefit of the least advantaged. If we adopt this principle then it is quite clear that redistribution including the one which takes form of progressive taxation is justified. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|413|Social institutions should be designed to equalize  the potential welfare of every individual. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|557|Society will benefit from the greater tax revenue. 
Utilitarian|Rawlsian|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|245|Some strands of libertarian thought suggest that the charitable tax subsidies are in and of themselves illegitimate. These strands of libertarianism forbid not only redistribution but also anything except the most minimal provision of public goods needed to protect life and property, such as defense. Yet several other strands do see a role for the state to produce varying amounts of public goods and engage in some redistribution, ranging from providing a safety net to the very poorest to assisting victims of past injustices.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|561|Still, most of us probably think that it is important that laws that differentiate between us at least be justified with some significant moral or policy argument.
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|221|Studies have shown that taxation needs to be applied uniformly to all for an  efficiency state. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|90|Such  skepticism follows readily from the principle of self-ownership, which requires that all agents  respect the moral rights of individuals, such as their rights over their persons and their  legitimate possessions. 
Rawlsian|Procedural|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|444|Such tax, contributes to the pool of a countries resources. 
Deontological|Deontological|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|318|Sweden, in  contrast, is as unequal as the United States in market income, but carries out the  largest redistribution to remove more than half of the initial inequality. 
Deontological|Rawlsian|Deontological|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|241|Taking away a part of the fruit of one’s work through progressive taxes actually means that, during the time the person was working to earn that part, he or she was performing enforced work without a proper reward – a kind of slavery.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|182|"Taking this view, taxation could be levied, not only because of its functions as a revenue-raising mechanism-necessary to secure the existing distribution of holdings-but also considering its potential to correct this distribution. That is, taxation may appropriate from individuals the share of market returns that is not rightfully theirs and redirect (i.e., redistribute) it toward a
more entitled destination."
Utilitarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|502|"TAs a first step, suppose that the basic structure of society distributes certain  primary goods, that is, things that every rational man is presumed to want. | Input_bootstrapping/Distributive Justice - Some Institutional Implication of Rawls' A Theory of Justice.txt | ['Deontological'] | roberta-large AND paraphrase-multilingual-mpnet-base-v2
The just savings principle deals with the distribution of wealth among generations. "
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|168|Tautologically, any conceivable tax arrangement will treat identically situated taxpayers equally.
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|58|Tax authorities are brokers for social order and harmony in democracies. 
Deontological|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|584|Tax Reform for Fairness, Simplicity, and Economic Growth. 
Deontological|Rawlsian|0|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|34|Tax structures, rates and exemptions are all determined jointly in political equilibrium  and so will reflect the relative voting power of groups in society. 
Utilitarian|Rawlsian|OTHER|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|297|Taxation according to potential to earn is alluring to those concerned  with distributional fairness because it imposes more tax on  people with greater abilities than those with lesser abilities. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|68|Taxation and Forced Labor   Nozickâs first argument (1974, 169â71) can be summarized as follows: when you are  forced to pay in taxes a percentage of what you earn from laboring, you are in effect  forced to labor for someone else because the fruit of part of your labor is taken from  you against your will and used for someone elseâs purposes. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|33|Taxation and in particular the perception  that tax systems are unfair has been at the heart of these  debates. 
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|456|Taxation and income transfers to the poorest segment of society are the most direct way to keep inequality in check and reduce poverty in the short term.
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|403|Taxation and Self-Ownership   Nozickâs second argument (1974, 171â72) is essentially that each individual owns  himselfâhis body and its partsâand his labor. 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|356|Taxation became an instrument of the state to  support economic development. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|619|Taxation can very easily be used to make the distribution of incomes and wealth more equal, either by transferring cash from the rich to the poor, or by providing the same state services to everyone while taxing the rich more than the poor in order to pay for them.
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|488|Taxation in general, is an  important conduit to generate revenue and also a tool to redistribute wealth. 
Deontological|Deontological|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|179|Taxation is a feature of government and, as such, also aims first  and foremost at justice and the good life. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|6|Taxation is not theft, because citizens have agreed to pay taxes. This is part of the “social contract,” which is a kind of agreement between citizens and the government, whereby the citizens agree to pay taxes and obey the laws, in return for the government’s protection.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|131|"Taxation is to be used as a tool of social policy: ""The redistribution of  national income in favor of the lower classes is a conscious aim of modern social policy."" "
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|383|Taxation on property and wealth will strengthen the economies of a country. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|154|Taxation on wealth therefore would be demoralizing as many people  think of paying taxes as a punishment than a duty to nation building. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|4|Taxation should apply to all who have property. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|528|Taxation should be done through  just means and should be for all. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|425|Taxation should not be done on wealth, as it would discourage the ethics of  hard work. 
Rawlsian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|375|Taxation should, therefore, be implemented evenly on all tools to  foster equality and encourage hard work and commitment to achieving oneâs economic vision  and purpose. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|188|Taxes are, thus, the differentiated  prices persons pay for public goods. 
Rawlsian|0|Rawlsian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|176|Taxpayer concerns should be  taken seriously and engaged with openly, inclusively and thoughtfully against the  backdrop of basic system goals and principles. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|580|That a lump-sum tax maximizes utility in a perfectly competitive market rests on the  assumption that a perfectly competitive market is maximally efficient. 
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|273|That is to say, what is at stake in the challenge of  tax compliance is not just tax revenues, it is democracy itself (Brooks, 1998, p. 33). 
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|418|That is, only  income in excess of what was needed for existence should be subject to tax. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|443|That is, the gold standard for a horizontally equitable tax, in this view, is that two taxpayers with similar objective measures of financial capability to satisfy the government's demand for revenue should pay a similar amount of tax.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|128|That is, while most libertarians see self-ownership as a morally  important idea, few treat it as the starting point of their theories.5  Instead, they seek to  develop theories that (a) honor people as rights-holders, sovereign individuals, whom we need  to treat as the primary claimants of their lives and bodies, while (b) avoiding many of the more  implausible elements of the maximally protection version of self-ownership. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|335|That the taxpayer  benefits from some of what the state does with his taxes is irrelevant to whether  taxation is forced labor, however, for insofar as his tax money is used for functions that  benefit not him but others, then he has been forced to labor for those others. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|165|The  basic structure can be arranged so that these contingencies  work for the good of the least fortunate . 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|138|The  part of your labor that generates the money paid as taxes is labor you would not have  performed voluntarily. 
Deontological|Libertarian|Deontological|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|389|The Addis Ababa commitments have the potential to  make a real and lasting contribution to strengthening  tax systems in developing countries. 
Deontological|Utilitarian|Utilitarian|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|467|The answer to this question is important because it suggests policy  proposals that will improve European standards of living. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|225|the anti-progressive tax argument is often characterized as an argument that every person has a responsibility to take care of himself, and no one, including the wealthy, has an obligation to assist those in need.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|5|The argument developed is that  integrity and compliance are most likely to be optimised when a tax authority  pursues a citizen-inclusive approach to compliance through policies that encourage  dialogue and persuasion, combined with an effective mix of incentives and  sanctions. 
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|252|The author recognizes throughout his article the compelling force of the principle that a  person is entitled to what he has earned. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|120|The authors argue that any tax based on  income, accompanied by excessive marginal rates will deter labor. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|644|The case has stronger appeal when progressive taxation is viewed as a means of reducing  economic inequalities. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|539|The characteristics which enter the welfare weights determine the dimensions  along which society considers redistribution to be fair. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|94|The cobbler argues that the tax, which will be used to achieve a more  egalitarian distribution, will violate his self-ownership.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|135|The consideration of both arguments in a taxation system may also improve the justification of the inheritance taxation within a society. 
Procedural|Utilitarian|Utilitarian|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|447|The diminishing capacity of sovereign states to collect tax revenues has led  many to view global cooperation amongst states as a way of restoring state  sovereignty and, hopefully, promoting justice. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|551|The equal sacrifice principle posits that fair taxation will require equal sacrifice from all, leaving the distribution of welfare generated by the market unchanged.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|548|The equity in distributing the cumulative tax burden serves as the supporting argument  for the majority of those supporting progressive taxation. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|75|The exercise of state power to  control a slave or a factory worker occurs, as it were, automatically by design  and neither the slave owner nor the capitalist has to actually spend a dime for  the privilege. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|26|The fact  that taxation does infringe upon one's liberty to dispose of one's economic resources has led some writers in the conservative tradition to view taxation as a kind of forced labor.
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|625|The Fair Tax  will give the states a broader, fairer and more solid income tax base  from which to raise their revenue. 
Libertarian|0|Utilitarian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|388|The fear of social stigmatization as a possible deterrent factor is a confirmation of the belief that tax compliance takes place within a  social context (OECD, 2010; Kirchler, 2007), and the existence of the social norms effect on compliance behavior. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|360|The field of welfare economics is largely based on utilitarian philosophy, as it is concerned  with ensuring that resources are allocated among a community to maximise the welfare of  that community. 
Deontological|0|Deontological|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|325|The first policy option recognizes that taxation lessens the amount of money, and thereby utility, enjoyed by individuals and demands the least sacrifice, in collective utility loss, while maintaining social welfare at a maximum level.
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|54|The first principle is that any tax must have a firm basis in law. Much of the history of Western political movements has been based on opposition to arbitrary taxation.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|11|The first represents absolute loss at the hands of  the tax system, that is, the individual cannot get ahead, no matter how hard he/she  works, because of taxation. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|74|The focus has been  on compliance, that is, the extent to which taxpayers do what is expected of them  and are prepared to cooperate with the authority. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|621|The general principle -one that needs no defense is  that similarly situated people should be treated similarly, that equals should be treated equally. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|88|"The goal of ""economic efficiency""  is that ""taxes should interfere as little as possible with the incentives to engage in spe-  cific types of economic activity except to the extent that Congress intends such effects."" "
Procedural|0|Procedural|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|105|The goal of equal treatment for those in equal economic positions  is an admirable one. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|151|The government can’t be a thief, because it is the government that defines property rights through its laws. The government can simply make laws that say that the money you are supposed to pay in taxes isn’t really yours in the first place; it is the government’s money.
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|46|The high income earner can afford to give up  more than the low income earner. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|417|"The idea is that the proportional tax is ""neutral"" in that everyone  is equally worse off. "
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|51|The implication of this assumption is that  when there are low audit probabilities and low penalties, the tendency for evasion will be higher, while if there is a high tendency for  detection and penalties are severe, fewer people will evade taxes (Fjeldstad, Schulz-Herzenberg and Sjursen, 2012). 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|122|The importance of equity and fairness in taxation is that it does not really matter if the outcome favors the individual taxpayer or not. 
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|303|The increased price is only a liberty cost if liberty is property, and any  interference with one's right to keep everything produced in the market  is a matter of justice. 
Procedural|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|314|The increasing inequality of market  income can be significantly ameliorated by the redistributive effect of the tax transfer  system, if it is appropriately targeted. 
Utilitarian|Rawlsian|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|142|The inevitable culmination is maximum redistribution. 
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|253|The labour of his body and the work of his hands we may say are properly his. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|247|The libertarian will quickly respond that we have missed the point. The claim is not that we are entitled to our income because we deserve our natural talents. Rather we are entitled to our in­come because we exercise our talents in a relationship of voluntary exchange with others. lt is the productive act and its product to which we are entitled.
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|155|The merit of taxation as a response to dynastic inequality is its uniform application on a metric of income or wealth. The provision of universal, quality public goods to all in a society would also substantially improve the opportunity and mobility of low income and wealth individuals and households. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|591|The model is amenable to different definitions of distributional  fairness and can adjust to accommodate specific limitations in  tax design that may arise from political or administrative constraints. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|289|The model thus suggests that the presence of government  expenditures may serve as a motivating factor for taxpayer compliance, especially when the taxpayers value the goods and services they  perceive to be receiving from the government (Alm, McClelland and Schulze, 1992; Alm, 1999; Fjeldstad, et al., 2012). 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|597|The modem benefit principle generally likens taxation  and public expenditures to exchanges in a marketplace: the more a taxpayer  gets from the government, the more the taxpayer should pay in taxes. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|384|The most effective solution to the equal opportunity challenge  would make the talents of all members of society a common good  shared by all-each person would be entitled to a pro rata share of the  total returns to ability in the community. 
Rawlsian|Rawlsian|Utilitarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|140|The need is for more redistribution to be carried out through the tax system. 
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|81|The normative coupling of taxation and representation asserts a procedural condition for legitimacy. Justified extraction of revenues through taxation necessitates that those who are liable to taxes consent to their imposition and consent happens, in effect, through representatives.
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|41|"The notion that the state's ability to tax ""extinguishe[s]"" the individual's  liberty interest 22 depends not only on a conception of liberty  that is absolute, but also a liberty without corresponding obligations. "
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|490|The objector may then say that even if it is the case that higher-tax bracket individuals receive fewer benefits than do lower-tax bracket individuals, the point is not necessarily to benefit the high-tax-bracket individual as an individual, but to benefit the society of which he is a part. 
Deontological|Deontological|Libertarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|233|"The only legitimate system of taxation under the Nozickean paradigm is generally understood to be that which is necessary to raise revenues for the maintenance of institutions needed
to protect the system of private property and free market exchanges, such as the monetary and justice systems."
Utilitarian|0|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|409|The only way to use the NAP to ground the libertarian’s objection to taxation is to say that it’s wrong to take away the property that a taxpayer is morally entitled to keep.
Procedural|Procedural|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|496|"The outcome showed that utilitarianism would recommend taxes which balance the principles of equality, need, and dessert while treating everyone equally and taking as a basis increase of 
net utility for a long-term and not satisfying needs for short-term."
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|110|The Paretian principle, named after the political economist Vilfredo Pareto, stands for the  idea that society should adopt any change that improves at least one person's welfare while harming no  one's. 
Deontological|0|Utilitarian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|634|The predicted outcomes of the climate crisis are just one of several dimensions of inequality when it comes to environmental policy. This report has shown that there could be a role for environmental taxation in addressing these inequalities, and that the vision and ob-jectives of the tax justice movement and the implementation of environmental taxation can indeed be compatible in theory and in practice.
Deontological|Rawlsian|Utilitarian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|553|The principle of compensatory justice sets an upper limit on the taxes that may be demanded from an individual. According to Nozick's conception of individual rights, utilitarian considerations can never justify a violation of rights. Within the limits imposed by compensatory justice, efficiency will determine the exact outlines of the tax.
Utilitarian|Deontological|Utilitarian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|525|The principle of uniformity of taxation ensures that identical or comparable situations are treated equally
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|353|The priorities are likely to involve tightening laws, building alliances with  professional bodies, educating the public, and amending tax returns. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|37|The proposal is that we implement a tax that is a utility tax in two ways: (1) it determines the distribution of the tax burden according to utility calculations, and (2) it makes it the case that people pay the tax in terms of utility.
Utilitarian|0|0|FALSE|FALSE|TRUE|TRUE|FALSE|FALSE|546|"The question has been thus phrased, ""[s]ince the rich and  poor pay at the same rate for bread, why shouldn't they pay at the same rate in buying government?"" "
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|283|The question, however, remains:  How should trade-offs be made that maximize revenue gained from compliance  activities while protecting the integrity of the tax system? 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|578|The questions of equity (fairness), efficiency and simplicity are the core issues  presently discussed in terms of comprehensively restructuring the income tax. 
Rawlsian|Rawlsian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|294|The rate of income tax must be calculated to produce the maximum revenues for transfer to the least advantaged, taking into account any disin­centive effect
Deontological|Libertarian|Utilitarian|FALSE|FALSE|FALSE|FALSE|FALSE|FALSE|641|The result  is proportionate taxation at the highest income levels. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|395|The role of government, and taxation,  was to support stabilisation, but also redistribution. 
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|313|The second principle requires that deviations from equality be allowed  only when they are necessary to maximize the well being of the least advantaged  class. 
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|118|The second principle, which  demands that economic inequalities are justifiable only if they benefit  the least advantaged, can be satisfied through the combination of a   wide variety of institutions, of which the tax system is only one.
Deontological|Deontological|Deontological|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|291|The second principle, which demands that economic inequalities are justifiable only if they benefit the least advantaged, can be satisfied through the combination of a wide variety of institutions, of which the tax system is only one.
Procedural|Procedural|Libertarian|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|100|The second requirement of the difference principle, the requirement that inequalities be to the benefit of the least well-off, is the element that is often appealed to in order to justify progressive taxation and general theories of taxation that impose heavier taxation on economically betteroff members of society.
Procedural|Procedural|Procedural|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|427|The second, is the extent to which citizens believe that the tax office  has the power to take action against different kinds of taxpayers who decide to defy  it. 
Libertarian|Libertarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|213|The sheer  weight of public support for ensuring that large corporates pay their fair share  suggests that consideration should be given to more active, effective and perhaps  more public enforcement strategies with this segment of the taxpaying community. 
Utilitarian|Utilitarian|Utilitarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|166|The social planner’s goal is to choose the tax system that maximizes the representative consumer’s welfare, knowing that the consumer will respond to whatever incentives the tax system provides.
Rawlsian|Rawlsian|Rawlsian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|203|The starting point for determining a person's  fair share must be the proposition that, as equals before the  state, each of us ought to be required to pay the same absolute  amount of tax to it. 
Utilitarian|Utilitarian|0|TRUE|FALSE|FALSE|TRUE|FALSE|TRUE|620|The support for a tax system hypothesis   The tax system is a core government instrumentality and as such should be regarded  favourably by both security oriented and harmony oriented citizens, albeit for  different reasons. 
Rawlsian|0|Rawlsian|FALSE|TRUE|FALSE|TRUE|FALSE|TRUE|532|"The tax fairness position associated with utilitarianism is ""sacrifice theory,"" which comes in various versions, all of which rely on the ""scientific"" notion of the declining marginal utility of money."
Libertarian|Libertarian|Libertarian|TRUE|TRUE|TRUE|TRUE|TRUE|TRUE|350|The tax is unambiguously a proportional tax on incomes earned. 
